day,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,account_currency,spend,impressions,reach,frequency,link_clicks,qualified_traffic,adds_to_wishlist,purchase_post_paid,3_second_video_plays,video_p25_watched_actions,video_p50_watched_actions,video_p75_watched_actions,video_p100_watched_actions,attribution_setting,description,headline,website_url,call_to_action_type,image_name,video_name,url_parameters,objective,age,gender
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-150]_[Witches]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456120319,story-3_video_square_15s,23847083456130319,EUR,0.36,45,45,1,0,,,,15,9,5,3,3,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,18-24,female
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-150]_[Witches]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456120319,story-3_video_square_15s,23847083456130319,EUR,0.25,16,16,1,0,1,,,3,2,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,18-24,male
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-150]_[Witches]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456120319,story-3_video_square_15s,23847083456130319,EUR,0.26,32,32,1,0,,,,16,13,7,3,1,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,25-34,female
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-150]_[Witches]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456120319,story-3_video_square_15s,23847083456130319,EUR,0.11,14,14,1,0,,,,3,2,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,25-34,male
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-18]_[Home-Entartainment-Marken]_[Heimkino-Systeme]_[Gesamt]_[U29]_[IG-Feed],23847083456700319,story-3_video_square_15s,23847083456260319,EUR,0.06,5,5,1,0,,,,,,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,18-24,female
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-18]_[Home-Entartainment-Marken]_[Heimkino-Systeme]_[Gesamt]_[U29]_[IG-Feed],23847083456700319,story-3_video_square_15s,23847083456260319,EUR,0.22,14,14,1,0,,,,1,1,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,18-24,male
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-18]_[Home-Entartainment-Marken]_[Heimkino-Systeme]_[Gesamt]_[U29]_[IG-Feed],23847083456700319,story-3_video_square_15s,23847083456260319,EUR,0.15,8,8,1,0,,,,3,1,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,25-34,female
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-18]_[Home-Entartainment-Marken]_[Heimkino-Systeme]_[Gesamt]_[U29]_[IG-Feed],23847083456700319,story-3_video_square_15s,23847083456260319,EUR,0.18,14,14,1,0,,,,3,2,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,25-34,male
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[M-U29]_[Männer]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456110319,story-2_video_square_11s,23847083456270319,EUR,16.11,1557,1555,1.001286,3,5,1,,290,356,148,80,65,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 2 (9).mp4,,CONVERSIONS,18-24,male
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[M-U29]_[Männer]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456110319,story-2_video_square_11s,23847083456270319,EUR,8.69,696,694,1.002882,1,4,,,139,166,74,36,25,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 2 (9).mp4,,CONVERSIONS,25-34,male
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[M-U29]_[Männer]_[Generisch]_[Gesamt]_[U29]_[IG-Feed],23847083456110319,story-2_video_square_11s,23847083456270319,EUR,0.02,1,1,1,0,,,,,,,,,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-junge-leute-boost?zielgruppe=studenten&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Story_paid_nk_202103233,LEARN_MORE,untitled,Story 2 (9).mp4,,CONVERSIONS,Unknown,unknown
2021-03-24,SoU_Der Serienjunkie_[wioleta-daria]-[Wishlist]-[IG],23847083455430319,[Aud-24]--[Games]_[Role-Playing-Games]_[Gesamt]_[Ab29]_[IG-Feed],23847083456230319,story-3_video_square_15s,23847083456330319,EUR,0.41,17,17,1,0,,,,7,7,2,1,1,1d_view_7d_click,"Ein Serienmarathon gefällig? @o2deutschland hat ein mega gutes Angebot gelauncht✨ o2 Select & Stream🙌🏽 
.
Bei diesem Angebot bekommt ihr einen Streaming Anbieter (Sky Ticket, Netflix oder o2 TV L) eurer Wahl für 12 Monate* on top dazu. Damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien überhaupt😍Was richtig cool ist: Select & Stream ist auch zum Teil kombinierbar mit einem bestehenden Streaming-Abo, zum Beispiel Netflix. 
Ich habe mich für Sky Ticket entschieden, da ich unbedingt Game of Thrones schauen möchte😄 Bekomme immer gesagt es ist die beste Serie, die jemals raus kam... werde mich jetzt selbst davon überzeugen😍
.
Was schaut ihr im Moment so für Serien? 

*Kunde kann bei nachfolgender Buchung das Netflix Basis Abo oder das Sky Entertainment Ticket (nur als Sky Ticket Neukunde) oder o2 TV L die ersten 12 Monate kostenfrei in Anspruch nehmen (im Folgenden: „Vorteil“). Nur solange der Vorrat reicht. Vorteil ist kombinierbar mit o2 Junge Leute- sowie o2 60 Plus Vorteil, jedoch nicht bei Inanspruchnahme sonstiger Rabatte. Voraussetzung ist die Registrierung für o2 Priority. Ab dem 13. Monat kostet das Sky Entertainment Ticket sowie o2 TV L jeweils 9,99 € mtl. (Abrechnung über o2) und das Netflix Basis Abo 7,99 € mtl. (Abrechnung durch Netflix – ggf. über o2 Rechnung). Weitere Infos unter www.o2.de/tarife/select-stream/.",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-m-boost?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=WiDa_0-na_SeJu_Video_paid_nk_20210323,LEARN_MORE,untitled,Story 3 (14).mp4,,CONVERSIONS,25-34,male
